FR_HFE,FL_HFE,HR_HFE,HL_HFE,FR_KFE,FL_KFE,HR_KFE,HL_KFE
-0.175593301653862,0.008993922732770443,-0.1756533831357956,0.008993922732770443,-0.1755933314561844,0.008993919938802719,-0.17565341293811798,0.008993919938802719
-0.033487483859062195,0.11756974458694458,-0.6439772248268127,0.09203988313674927,0.44920700788497925,0.2587350010871887,0.48043814301490784,1.0758061408996582
0.4382663369178772,0.3138236403465271,0.11809767782688141,-0.1408613622188568,1.6430801153182983,0.969569206237793,1.185960054397583,1.2570072412490845
0.41408291459083557,0.2627531886100769,0.32690924406051636,-0.29312998056411743,1.902928113937378,1.189713716506958,1.144571304321289,0.9255123138427734
0.11689957976341248,0.04628169536590576,0.2362072914838791,-0.27613115310668945,1.4858508110046387,1.035672903060913,0.7578004598617554,0.2913130521774292
-0.7216652035713196,0.9418894052505493,0.2674493193626404,-0.10255224257707596,1.750177025794983,1.7057918310165405,0.49987930059432983,1.294848918914795
-1.0146230459213257,0.6689600944519043,-0.04425787925720215,0.3031769096851349,1.968372106552124,1.7550021409988403,0.3099318742752075,1.3966951370239258
-1.385638952255249,0.34093931317329407,-0.45468491315841675,0.7006485462188721,1.8488490581512451,1.9515208005905151,0.07030397653579712,0.9629361629486084
-1.609599232673645,-0.014901906251907349,-0.8516024351119995,1.2313742637634277,1.5216377973556519,2.220925807952881,-0.20906001329421997,0.367920458316803
-2.503201961517334,-0.48258209228515625,-0.9602839946746826,1.7706022262573242,1.2813547849655151,2.4598419666290283,-0.5165444612503052,-0.16377058625221252
-2.5011768341064453,-0.6290081739425659,-1.1043412685394287,2.3112621307373047,0.9073632955551147,2.582645893096924,-0.8457679748535156,-0.6770591735839844
-3.3231420516967773,-0.718665599822998,-0.8844346404075623,2.560256004333496,0.826728105545044,2.7978386878967285,-1.2936995029449463,-1.035805106163025
-3.007509231567383,-0.4641787111759186,-0.731364905834198,2.6393930912017822,0.6402202844619751,2.761939525604248,-1.6142061948776245,-1.119765043258667
-2.4851438999176025,-0.04548254609107971,-0.6111024022102356,2.3686325550079346,0.43047547340393066,2.736937999725342,-1.7872116565704346,-0.9502977728843689
-1.7585465908050537,0.40441226959228516,-0.48907655477523804,1.9410169124603271,0.23632794618606567,2.646730661392212,-1.846329927444458,-0.5921869874000549
-0.8799971342086792,0.7993802428245544,-0.378745436668396,1.393286108970642,0.0747535228729248,2.3916430473327637,-1.791985034942627,-0.1112375259399414
